company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
Cybergun,/marches/transactions_dirigeants/FR0014004QR6p,05/11/2024,exercice de BSA,BSA,872.0,"Auteur:IQ EQ MANAGEMENT société par actions simplifiée personne morale liée à HUGO BRUGIERE, dirigeant (par personnes moralesinterposées) de CYBERGUN",04/11/2024,8722430,0.0,,"IQ EQ MANAGEMENT agit comme fiduciaire d’une fiducie-gestion chargée de l’equitization, en toute indépendance et de manière structurée et organisée dans le temps, des obligations remboursables en actions souscrites et transférées à la fiducie-gestion, notamment par HBR Investment Group, société présidée et contrôlée par Hugo Brugière, elle-même président de Cybergun Développement (représentée par Hugo Brugière), elle-même gérant de Cybergun, conformément aux communiqués de presse de Cybergun en date des 7 décembre 2022 et 26 janvier 2023.",98,2025-07-27 20:58:52,2024-11-04,2024-11-05
CBI,/marches/transactions_dirigeants/FR0014007LW0p,05/11/2024,Acquisition,Action,6078.0,"Auteur:KER VENTURES EURL SARL personne morale liée à FREDERIC CHESNAIS, GENERAL MANAGER",04/11/2024,30000,0.2,6000.0,,98,2025-07-27 20:58:52,2024-11-04,2024-11-05
Arkema,/marches/transactions_dirigeants/FR0010313833p,04/11/2024,Souscription,parts de FCPE,45555.0,"Auteur:Tilo Quink, directeur général adjoint",30/10/2024,750,60.74,45555.0,,98,2025-07-27 20:58:52,2024-10-30,2024-11-04
Frey,/marches/transactions_dirigeants/FR0010588079p,04/11/2024,Acquisition,Action,1480.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",31/10/2024,50,29.6,1480.0,Ces opérations sont réalisées dans le cadre d'un mandat d'acquisition de titres conclu avec le CIC,99,2025-07-27 20:58:53,2024-10-31,2024-11-04
Elis,/marches/transactions_dirigeants/FR0012435121p,04/11/2024,Acquisition,Action,9982506.0,"Auteur:BW GESTÃO DE INVESTIMENTOS LTDA. , Member of the Supervisory Board",04/11/2024,466782,21.39,9984466.98,Acquisition of shares by BW Gestão de Investimentos Ltda. acting via Kaon E (a fund for which BW Gestão de Investimentos Ltda. acts as investment manager).,99,2025-07-27 20:58:53,2024-11-04,2024-11-04
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,04/11/2024,Acquisition,Action,131.0,"Auteur:CFD CAPITAL SARL personne morale liée à François DUCHAINE, Président",31/10/2024,41,3.2,131.20000000000002,,99,2025-07-27 20:58:53,2024-10-31,2024-11-04
Infotel,/marches/transactions_dirigeants/FR0000071797p,04/11/2024,Acquisition,Action,6395.0,"Auteur:Bernard Lafforet, Président Directeur Général",04/11/2024,150,42.63,6394.5,,99,2025-07-27 20:58:53,2024-11-04,2024-11-04
Alten,/marches/transactions_dirigeants/FR0000071946p,04/11/2024,Cession,Action,35438.0,"Auteur:Pascal AMORE, Directeur Exécutif, en charge d’ALTEN Asie",01/11/2024,450,78.75,35437.5,"Cession de 450 titres issus de droits à actions gratuites attribués le 27/10/2021 dont les actions ont été acquises le 27/10/2023 au cours de 107,00€",99,2025-07-27 20:58:53,2024-11-01,2024-11-04
Haulotte Group,/marches/transactions_dirigeants/FR0000066755p,04/11/2024,Acquisition,Action,7695.0,"Auteur:SOLEM SAS personne morale liée à ALEXANDRE SAUBOT, DIRECTEUR GENERAL DELEGUE",30/10/2024,2923,2.63,7687.49,MR SAUBOT ALEXANDRE EST DIRECTEUR GENERAL DELEGUE DE HAULOTTE GROUP ET PRESIDENT DE SOLEM,99,2025-07-27 20:58:53,2024-10-30,2024-11-04
Cegedim,/marches/transactions_dirigeants/FR0000053506p,04/11/2024,Acquisition,Action,32909.0,"Auteur:FCB SAS, Administrateur",01/11/2024,2774,11.86,32899.64,,99,2025-07-27 20:58:53,2024-11-01,2024-11-04
Cegedim,/marches/transactions_dirigeants/FR0000053506p,04/11/2024,Acquisition,Action,7425.0,"Auteur:FCB SAS, Administrateur",04/11/2024,634,11.71,7424.14,,99,2025-07-27 20:58:53,2024-11-04,2024-11-04
Sopra Steria Group,/marches/transactions_dirigeants/FR0000050809p,04/11/2024,Cession,Action,176856.0,"Auteur:Eric Hayat, Membre du conseil d'administration",31/10/2024,1000,176.86,176860.0,,99,2025-07-27 20:58:53,2024-10-31,2024-11-04
Renault,/marches/transactions_dirigeants/FR0000131906p,04/11/2024,Cession,Action,62815.0,"Auteur:Fabrice CAMBOLIVE, Membre du Leadership Team (comité exécutif du Groupe)",30/10/2024,1500,41.88,62820.00000000001,,99,2025-07-27 20:58:53,2024-10-30,2024-11-04
Sanofi,/marches/transactions_dirigeants/FR0000120578p,04/11/2024,Acquisition,Action,48765.0,"Auteur:Clotilde DELBOS, Administrateur",31/10/2024,500,97.53,48765.0,,99,2025-07-27 20:58:53,2024-10-31,2024-11-04
Robertet,/marches/transactions_dirigeants/FR0000039091p,03/11/2024,Cession,Action,95000.0,"Auteur:Julien Maubert, Directeur de Division",11/10/2024,100,950.0,95000.0,,99,2025-07-27 20:58:53,2024-10-11,2024-11-03
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,01/11/2024,Acquisition,Action,1729.0,"Auteur:NICE AND GREEN  personne morale liée à Benoit Villers, PCA",31/10/2024,2844,0.61,1734.84,,99,2025-07-27 20:58:53,2024-10-31,2024-11-01
Elis,/marches/transactions_dirigeants/FR0012435121p,31/10/2024,Acquisition,Action,15212754.0,"Auteur:BW GESTÃO DE INVESTIMENTOS LTDA. , Member of the Supervisory Board",31/10/2024,740929,20.53,15211272.370000001,Acquisition of shares by BW Gestão de Investimentos Ltda. acting via Kaon E (a fund for which BW Gestão de Investimentos Ltda.acts as investment manager).,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Frey,/marches/transactions_dirigeants/FR0010588079p,31/10/2024,Acquisition,Action,1480.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",30/10/2024,50,29.6,1480.0,Ces opérations sont réalisées dans le cadre d'un mandat d'acquisition de titres conclut avec le CIC.,99,2025-07-27 20:58:53,2024-10-30,2024-10-31
Predilife,/marches/transactions_dirigeants/FR0010169920p,31/10/2024,Acquisition,Action,1850.0,"Auteur:Stéphane RAGUSA, PDG",29/10/2024,500,3.7,1850.0,,99,2025-07-27 20:58:53,2024-10-29,2024-10-31
Constructeurs du bois,/marches/transactions_dirigeants/FR00140007I9p,31/10/2024,Acquisition,Action,3.0,"Auteur:CFD CAPITAL SARL personne morale liée à François DUCHAINE, Président",30/10/2024,1,3.2,3.2,,99,2025-07-27 20:58:53,2024-10-30,2024-10-31
Wavestone,/marches/transactions_dirigeants/FR0013357621p,31/10/2024,Cession,Action,63725.0,"Auteur:patrick hirigoyen, Directeur Général Délégué",31/10/2024,1300,49.02,63726.00000000001,,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,31/10/2024,Cession,Option de vente,59655.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",31/10/2024,48500,1.23,59655.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,31/10/2024,Cession,Option de vente,140800.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",31/10/2024,44000,3.2,140800.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,31/10/2024,Cession,Option de vente,375348.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",31/10/2024,62000,6.05,375100.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Explosifs Prod. Chi.,/marches/transactions_dirigeants/FR0014003AQ4p,31/10/2024,Acquisition,Action,315900.0,"Auteur:EJ BARBIER SOCIETE ANONYME, PRESIDENT DIRECTEUR GENERAL",23/10/2024,1755,180.0,315900.0,M. O OBST Président Directeur Général d'EJB et de SA EXPLOSIFS et PRODUITS CHIMIQUES,99,2025-07-27 20:58:53,2024-10-23,2024-10-31
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,31/10/2024,Acquisition,Action,31979.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",31/10/2024,1512,21.15,31978.8,,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,31/10/2024,Acquisition,Action,31978800.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",31/10/2024,1512,,,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,31/10/2024,Cession,Action,21050.0,"Auteur:Martin Gleize, DIRECTEUR INTERNATIONAL",28/10/2024,500,42.1,21050.0,,99,2025-07-27 20:58:53,2024-10-28,2024-10-31
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,31/10/2024,Acquisition,Action,1974.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",30/10/2024,47,42.0,1974.0,,99,2025-07-27 20:58:53,2024-10-30,2024-10-31
Cegedim,/marches/transactions_dirigeants/FR0000053506p,31/10/2024,Acquisition,Action,4071.0,"Auteur:FCB SAS, Administrateur",31/10/2024,348,11.7,4071.6,,99,2025-07-27 20:58:53,2024-10-31,2024-10-31
Peugeot Invest,/marches/transactions_dirigeants/FR0000064784p,31/10/2024,Acquisition,Action,9425.0,"Auteur:Rodolphe Peugeot, Administrateur",31/10/2024,125,75.4,9425.0,"Il est précisé que le seuil de la déclaration, qui s'applique à compter d'un montant cumulé d'opérations de 20 000 € sur l'année civile, a été atteint à l'occasion de l'opération du 31 octobre 2024, compte tenu de deux précédentes opérations dont le détail est le suivant : acquisition de 100 actions le 7 août 2024 à un prix unitaire de 80,00 € et acquisition de 125 actions le 9 octobre 2024 à un prix unitaire de 75,00 €.",99,2025-07-27 20:58:53,2024-10-31,2024-10-31
EssilorLuxottica,/marches/transactions_dirigeants/FR0000121667p,31/10/2024,Acquisition,Action,693875.0,"Auteur:ROMOLO BARDIN, membre du Conseil d’Administration de EssilorLuxottica",30/10/2024,3250,213.5,693875.0,,99,2025-07-27 20:58:53,2024-10-30,2024-10-31
EssilorLuxottica,/marches/transactions_dirigeants/FR0000121667p,30/10/2024,Acquisition,Action,8901199.0,"Auteur:MILLERI SRL Srl personne morale liée à Milleri Srl, Personne morale liée à Francesco Milleri Président Directeur Général",29/10/2024,41400,215.0,8901000.0,"This transaction consists in the transfer of EssilorLuxottica shares held by Francesco Milleri to Milleri Srl, a company owned and managed by him. Cette opération consiste en un transfert par Francesco Milleri d'actions EssilorLuxottica au profit de la société Milleri Srl détenue et dirigée par ce dernier.",100,2025-07-27 20:58:54,2024-10-29,2024-10-30
EssilorLuxottica,/marches/transactions_dirigeants/FR0000121667p,30/10/2024,Cession,Action,8901199.0,"Auteur:Francesco MILLERI, CHAIRMAN AND CEO",29/10/2024,41400,215.0,8901000.0,"This transaction consists in the transfer of EssilorLuxottica shares held by Francesco Milleri to Milleri Srl, a company owned and managed by him. Cette opération consiste en un transfert par Francesco Milleri d'actions EssilorLuxottica au profit de la société Milleri Srl, détenue et dirigée par ce dernier.",100,2025-07-27 20:58:54,2024-10-29,2024-10-30
EssilorLuxottica,/marches/transactions_dirigeants/FR0000121667p,30/10/2024,Cession,Action,1878808.0,"Auteur:Francesco MILLERI, CHAIRMAN AND CEO",29/10/2024,8600,218.47,1878842.0,2021 performance shares sale in order to cover taxes,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Amundi,/marches/transactions_dirigeants/FR0004125920p,30/10/2024,Souscription,FCPE Amundi Actionnariat Relais 2024,39292.0,"Auteur:isabelle seneterre, DRH membre du comité de direction générale",31/10/2024,836,47.0,39292.0,Participation augmentation de capital réservée aux salariés,100,2025-07-27 20:58:54,2024-10-31,2024-10-30
Renault,/marches/transactions_dirigeants/FR0000131906p,30/10/2024,Cession,Action,43546.0,"Auteur:Fabrice CAMBOLIVE, Membre du comité exécutif Groupe (Leadership Team)",28/10/2024,1000,43.55,43550.0,,100,2025-07-27 20:58:54,2024-10-28,2024-10-30
Peugeot Invest,/marches/transactions_dirigeants/FR0000064784p,30/10/2024,Acquisition,Action,19150.0,"Auteur:Armand Peugeot, Administrateur",29/10/2024,250,76.6,19150.0,"Il est précisé que le seuil de déclaration, qui s'applique à compter d'un montant cumulé d'opérations de 20 000 € sur l'année civile, a été atteint à l'occasion de l'opération du 29 octobre 2024, compte tenu d'une précédente opération dont le détail est les suivant : acquisition de 150 actions Peugeot Invest le 8 août 2024 à un prix unitaire de 80,7887 €.",100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Cegedim,/marches/transactions_dirigeants/FR0000053506p,30/10/2024,Acquisition,Action,55252.0,"Auteur:FCB SAS, Administrateur",30/10/2024,4647,11.89,55252.83,,100,2025-07-27 20:58:54,2024-10-30,2024-10-30
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,30/10/2024,Acquisition,Action,126.0,"Auteur:TXR S.R.L.  personne morale liée à Giovanni Tamburi, Membre du Conseil de Surveillance",29/10/2024,3,42.0,126.0,,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,30/10/2024,Acquisition,Action,1086000000.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",29/10/2024,50000,,,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,30/10/2024,Acquisition,Action,35558880.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",30/10/2024,1671,,,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",100,2025-07-27 20:58:54,2024-10-30,2024-10-30
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,30/10/2024,Cession,Option de vente,37495.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",29/10/2024,48500,0.77,37345.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,30/10/2024,Cession,Option de vente,159655.0,"Auteur:GROUPE INDUSTRIEL MARCEL DASSAULT SAS personne morale liée à Charles Edelstenne, Président d'honneur etadministrateur",29/10/2024,40500,3.94,159570.0,Charles Edelstenne est président d'honneur et administrateur de Dassault Systèmes et Président de GIMD.,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Catana Group,/marches/transactions_dirigeants/FR0010193052p,30/10/2024,Acquisition,Action,15028.0,"Auteur:APLR HOLDING SASU personne morale liée à Aurélien Poncin, PDG",30/10/2024,3400,4.42,15028.0,,100,2025-07-27 20:58:54,2024-10-30,2024-10-30
CBO Territoria,/marches/transactions_dirigeants/FR0010193979p,30/10/2024,Acquisition,Action,9593.0,"Auteur:GERALDINE neyret, PDG",29/10/2024,2650,3.62,9593.0,,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
Arkema,/marches/transactions_dirigeants/FR0010313833p,30/10/2024,Souscription,parts de FCPE,24296.0,"Auteur:Sophie Fouillat, directeur général stratégie",30/10/2024,400,60.74,24296.0,,100,2025-07-27 20:58:54,2024-10-30,2024-10-30
Frey,/marches/transactions_dirigeants/FR0010588079p,30/10/2024,Acquisition,Action,1470.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",29/10/2024,50,29.4,1470.0,Ces opérations sont réalisées dans le cadre d'un mandat d'acquisition de titres conclu avec le CIC.,100,2025-07-27 20:58:54,2024-10-29,2024-10-30
